GW,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
111,100,Bertie County,NC,LC7,0,0.0056,0,0.0056,0,0.0056
111,150,Bertie County,NC,LC2,0,0.0159,0,0.0159,0,0.0159
111,150,Bertie County,NC,LC3,0,0.0016,0,0.0016,0,0.0016
111,150,Bertie County,NC,LC4,0,0.0010,0,0.0010,0,0.0010
111,150,Bertie County,NC,LC5,0,0.0005,0,0.0005,0,0.0005
111,150,Bertie County,NC,LC6,54,0.2265,54,0.2265,54,0.2265
111,150,Bertie County,NC,LC7,0,0.0096,0,0.0096,0,0.0096
111,200,Bertie County,NC,LC2,0,0.0218,0,0.0218,0,0.0218
111,200,Bertie County,NC,LC3,1,0.0033,1,0.0033,1,0.0033
111,200,Bertie County,NC,LC4,0,0.0017,0,0.0017,0,0.0017
111,200,Bertie County,NC,LC5,0,0.0008,0,0.0008,0,0.0008
111,200,Bertie County,NC,LC6,57,0.2420,57,0.2420,57,0.2420
111,200,Bertie County,NC,LC7,0,0.0162,0,0.0162,0,0.0162
111,300,Bertie County,NC,LC2,0,0.0415,0,0.0415,0,0.0415
111,300,Bertie County,NC,LC3,1,0.0081,1,0.0081,1,0.0081
111,300,Bertie County,NC,LC4,1,0.0033,1,0.0033,1,0.0033
111,300,Bertie County,NC,LC5,0,0.0018,0,0.0018,0,0.0018
111,300,Bertie County,NC,LC6,70,0.2951,70,0.2951,70,0.2951
111,300,Bertie County,NC,LC7,1,0.0298,1,0.0298,1,0.0298
000,0,Bertie County,NC,LC2,0,0.0000,0,0.0000,0,0.0000
000,0,Bertie County,NC,LC3,0,0.0000,0,0.0000,0,0.0005
000,0,Bertie County,NC,LC4,0,0.0000,0,0.0000,0,0.0004
000,0,Bertie County,NC,LC5,0,0.0000,0,0.0000,0,0.0003
000,0,Bertie County,NC,LC6,5,0.0218,4,0.0182,7,0.0316
000,0,Bertie County,NC,LC7,0,0.0000,0,0.0000,0,0.0005
000,25,Bertie County,NC,LC2,0,0.0000,0,0.0000,0,0.0000
000,25,Bertie County,NC,LC3,0,0.0000,0,0.0000,0,0.0005
000,25,Bertie County,NC,LC4,0,0.0000,0,0.0000,0,0.0004
000,25,Bertie County,NC,LC5,0,0.0000,0,0.0000,0,0.0003
000,25,Bertie County,NC,LC6,5,0.0217,4,0.0182,7,0.0315
000,25,Bertie County,NC,LC7,0,0.0000,0,0.0000,0,0.0005
000,50,Bertie County,NC,LC2,0,0.0000,0,0.0000,0,0.0000
000,50,Bertie County,NC,LC3,0,0.0000,0,0.0000,0,0.0005
000,50,Bertie County,NC,LC4,0,0.0000,0,0.0000,0,0.0004
000,50,Bertie County,NC,LC5,0,0.0000,0,0.0000,0,0.0003
000,50,Bertie County,NC,LC6,5,0.0216,4,0.0182,7,0.0316
000,50,Bertie County,NC,LC7,0,0.0000,0,0.0000,0,0.0005
000,100,Bertie County,NC,LC2,0,0.0000,0,0.0000,0,0.0000
000,100,Bertie County,NC,LC3,0,0.0000,0,0.0000,0,0.0005
000,100,Bertie County,NC,LC4,0,0.0000,0,0.0000,0,0.0004
000,100,Bertie County,NC,LC5,0,0.0000,0,0.0000,0,0.0003
000,100,Bertie County,NC,LC6,5,0.0219,4,0.0182,7,0.0314
000,100,Bertie County,NC,LC7,0,0.0000,0,0.0000,0,0.0005
000,150,Bertie County,NC,LC2,0,0.0000,0,0.0000,0,0.0000
000,150,Bertie County,NC,LC3,0,0.0000,0,0.0000,0,0.0005
000,150,Bertie County,NC,LC4,0,0.0000,0,0.0000,0,0.0004
000,150,Bertie County,NC,LC5,0,0.0000,0,0.0000,0,0.0003
000,150,Bertie County,NC,LC6,5,0.0218,4,0.0182,7,0.0314
000,150,Bertie County,NC,LC7,0,0.0000,0,0.0000,0,0.0005
000,200,Bertie County,NC,LC2,0,0.0000,0,0.0000,0,0.0000
000,200,Bertie County,NC,LC3,0,0.0000,0,0.0000,0,0.0005
000,200,Bertie County,NC,LC4,0,0.0000,0,0.0000,0,0.0004
000,200,Bertie County,NC,LC5,0,0.0000,0,0.0000,0,0.0003
000,200,Bertie County,NC,LC6,5,0.0214,4,0.0182,7,0.0313
000,200,Bertie County,NC,LC7,0,0.0000,0,0.0000,0,0.0005
000,300,Bertie County,NC,LC2,0,0.0000,0,0.0000,0,0.0000
000,300,Bertie County,NC,LC3,0,0.0000,0,0.0000,0,0.0005
000,300,Bertie County,NC,LC4,0,0.0000,0,0.0000,0,0.0004
000,300,Bertie County,NC,LC5,0,0.0000,0,0.0000,0,0.0003
000,300,Bertie County,NC,LC6,5,0.0193,4,0.0179,5,0.0224
000,300,Bertie County,NC,LC7,0,0.0000,0,0.0000,0,0.0005
001,0,Bertie County,NC,LC2,0,0.0216,0,0.0085,2,0.1910
001,0,Bertie County,NC,LC3,3,0.0162,0,0.0031,33,0.2054
001,0,Bertie County,NC,LC4,12,0.0539,1,0.0052,80,0.3543
001,0,Bertie County,NC,LC5,2,0.0438,0,0.0030,19,0.3991
001,0,Bertie County,NC,LC6,143,0.6030,93,0.3955,183,0.7747
001,0,Bertie County,NC,LC7,1,0.0464,0,0.0138,5,0.2760
001,25,Bertie County,NC,LC2,0,0.0207,0,0.0077,2,0.2028
001,25,Bertie County,NC,LC3,3,0.0162,1,0.0034,33,0.2038
001,25,Bertie County,NC,LC4,12,0.0539,1,0.0053,80,0.3572
001,25,Bertie County,NC,LC5,2,0.0438,0,0.0030,19,0.4003
001,25,Bertie County,NC,LC6,121,0.5117,72,0.3058,161,0.6822
001,25,Bertie County,NC,LC7,1,0.0466,0,0.0145,5,0.2710
001,50,Bertie County,NC,LC2,0,0.0203,0,0.0078,2,0.1911
001,50,Bertie County,NC,LC3,3,0.0164,1,0.0036,33,0.2089
001,50,Bertie County,NC,LC4,12,0.0540,1,0.0055,80,0.3563
001,50,Bertie County,NC,LC5,2,0.0438,0,0.0030,19,0.4021
001,50,Bertie County,NC,LC6,108,0.4578,60,0.2536,149,0.6290
001,50,Bertie County,NC,LC7,1,0.0468,0,0.0151,5,0.2765
001,100,Bertie County,NC,LC2,0,0.0213,0,0.0085,2,0.1896
001,100,Bertie County,NC,LC3,3,0.0173,1,0.0046,33,0.2036
001,100,Bertie County,NC,LC4,12,0.0544,1,0.0059,80,0.3543
001,100,Bertie County,NC,LC5,2,0.0440,0,0.0033,19,0.3989
001,100,Bertie County,NC,LC6,104,0.4419,57,0.2408,144,0.6102
001,100,Bertie County,NC,LC7,1,0.0467,0,0.0154,5,0.2684
001,150,Bertie County,NC,LC2,0,0.0239,0,0.0102,2,0.1920
001,150,Bertie County,NC,LC3,3,0.0183,1,0.0056,33,0.2059
001,150,Bertie County,NC,LC4,12,0.0544,1,0.0060,80,0.3548
001,150,Bertie County,NC,LC5,2,0.0443,0,0.0034,19,0.4003
001,150,Bertie County,NC,LC6,97,0.4098,50,0.2117,136,0.5767
001,150,Bertie County,NC,LC7,1,0.0476,0,0.0167,5,0.2690
001,200,Bertie County,NC,LC2,0,0.0275,0,0.0141,2,0.1966
001,200,Bertie County,NC,LC3,3,0.0192,1,0.0063,33,0.2084
001,200,Bertie County,NC,LC4,12,0.0547,1,0.0062,80,0.3549
001,200,Bertie County,NC,LC5,2,0.0445,0,0.0036,19,0.4001
001,200,Bertie County,NC,LC6,94,0.3995,48,0.2031,133,0.5645
001,200,Bertie County,NC,LC7,1,0.0480,0,0.0169,5,0.2702
001,300,Bertie County,NC,LC2,0,0.0283,0,0.0157,2,0.1982
001,300,Bertie County,NC,LC3,4,0.0226,1,0.0088,34,0.2152
001,300,Bertie County,NC,LC4,13,0.0562,2,0.0075,80,0.3573
001,300,Bertie County,NC,LC5,2,0.0463,0,0.0049,19,0.4030
001,300,Bertie County,NC,LC6,87,0.3680,42,0.1776,125,0.5309
001,300,Bertie County,NC,LC7,1,0.0511,0,0.0199,5,0.2724
102,0,Bertie County,NC,LC2,0,0.0364,0,0.0165,1,0.1794
102,0,Bertie County,NC,LC3,10,0.0606,5,0.0324,31,0.1928
102,0,Bertie County,NC,LC4,20,0.0879,4,0.0156,38,0.1675
102,0,Bertie County,NC,LC5,3,0.0700,1,0.0125,8,0.1719
102,0,Bertie County,NC,LC6,26,0.1093,24,0.1018,16,0.0660
102,0,Bertie County,NC,LC7,1,0.0722,1,0.0378,3,0.1859
102,25,Bertie County,NC,LC2,0,0.0363,0,0.0162,1,0.1777
102,25,Bertie County,NC,LC3,10,0.0607,5,0.0322,31,0.1943
102,25,Bertie County,NC,LC4,20,0.0879,4,0.0156,38,0.1672
102,25,Bertie County,NC,LC5,3,0.0699,1,0.0126,8,0.1705
102,25,Bertie County,NC,LC6,26,0.1092,24,0.1009,16,0.0666
102,25,Bertie County,NC,LC7,1,0.0721,1,0.0375,3,0.1901
102,50,Bertie County,NC,LC2,0,0.0374,0,0.0172,1,0.1795
102,50,Bertie County,NC,LC3,10,0.0610,5,0.0325,31,0.1926
102,50,Bertie County,NC,LC4,20,0.0880,4,0.0156,38,0.1672
102,50,Bertie County,NC,LC5,3,0.0700,1,0.0126,8,0.1716
102,50,Bertie County,NC,LC6,26,0.1088,24,0.0999,16,0.0656
102,50,Bertie County,NC,LC7,1,0.0721,1,0.0375,3,0.1858
102,100,Bertie County,NC,LC2,0,0.0417,0,0.0216,1,0.1836
102,100,Bertie County,NC,LC3,10,0.0625,5,0.0329,31,0.1955
