GW,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
000,25,Bladen County,NC,RO3,2,0.0051,0,0.0000,8,0.0223
000,25,Bladen County,NC,RO4,2,0.0017,0,0.0002,22,0.0193
000,50,Bladen County,NC,RO1,4,0.0025,0,0.0002,29,0.0200
000,50,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
000,50,Bladen County,NC,RO3,2,0.0051,0,0.0000,8,0.0220
000,50,Bladen County,NC,RO4,2,0.0017,0,0.0002,22,0.0194
000,100,Bladen County,NC,RO1,4,0.0025,0,0.0002,29,0.0200
000,100,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
000,100,Bladen County,NC,RO3,2,0.0051,0,0.0000,8,0.0223
000,100,Bladen County,NC,RO4,2,0.0017,0,0.0002,22,0.0193
000,150,Bladen County,NC,RO1,4,0.0025,0,0.0002,29,0.0200
000,150,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
000,150,Bladen County,NC,RO3,2,0.0051,0,0.0000,8,0.0223
000,150,Bladen County,NC,RO4,2,0.0017,0,0.0002,22,0.0193
000,200,Bladen County,NC,RO1,4,0.0025,0,0.0002,29,0.0200
000,200,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
000,200,Bladen County,NC,RO3,2,0.0051,0,0.0000,8,0.0223
000,200,Bladen County,NC,RO4,2,0.0017,0,0.0002,22,0.0193
000,300,Bladen County,NC,RO1,4,0.0025,0,0.0002,29,0.0200
000,300,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
000,300,Bladen County,NC,RO3,2,0.0051,0,0.0001,8,0.0222
000,300,Bladen County,NC,RO4,2,0.0017,0,0.0002,22,0.0193
001,0,Bladen County,NC,RO1,186,0.1268,90,0.0612,220,0.1499
001,0,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
001,0,Bladen County,NC,RO3,63,0.1835,27,0.0777,77,0.2248
001,0,Bladen County,NC,RO4,123,0.1094,63,0.0562,142,0.1269
001,25,Bladen County,NC,RO1,186,0.1268,90,0.0612,220,0.1499
001,25,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
001,25,Bladen County,NC,RO3,63,0.1835,27,0.0777,77,0.2248
001,25,Bladen County,NC,RO4,123,0.1094,63,0.0562,142,0.1269
001,50,Bladen County,NC,RO1,186,0.1268,90,0.0612,220,0.1497
001,50,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
001,50,Bladen County,NC,RO3,63,0.1835,27,0.0777,78,0.2252
001,50,Bladen County,NC,RO4,123,0.1094,63,0.0562,142,0.1265
001,100,Bladen County,NC,RO1,186,0.1268,80,0.0548,220,0.1499
001,100,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
001,100,Bladen County,NC,RO3,63,0.1835,25,0.0728,77,0.2248
001,100,Bladen County,NC,RO4,123,0.1094,55,0.0492,142,0.1269
001,150,Bladen County,NC,RO1,186,0.1269,80,0.0549,220,0.1499
001,150,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
001,150,Bladen County,NC,RO3,63,0.1835,25,0.0731,77,0.2248
001,150,Bladen County,NC,RO4,123,0.1095,55,0.0493,142,0.1269
001,200,Bladen County,NC,RO1,186,0.1269,79,0.0537,220,0.1499
001,200,Bladen County,NC,RO2,0,0.0000,0,0.0000,0,0.0000
