SS,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
000,0,Bertie County,NC,RE2,6,0.0223,6,0.0223,68,0.2471
000,0,Bertie County,NC,RE20,171,0.0211,168,0.0208,2337,0.2885
000,0,Bertie County,NC,RE21,128,0.0194,126,0.0191,1859,0.2817
000,0,Bertie County,NC,RE22,43,0.0284,42,0.0280,478,0.3187
000,25,Bertie County,NC,RE1,323,0.0198,314,0.0192,4285,0.2620
000,25,Bertie County,NC,RE3,128,0.0207,121,0.0196,1656,0.2679
000,25,Bertie County,NC,RE4,195,0.0195,193,0.0192,2618,0.2607
000,25,Bertie County,NC,RE5,6,0.0245,6,0.0242,59,0.2547
000,25,Bertie County,NC,RE6,4,0.0381,4,0.0377,23,0.2069
000,25,Bertie County,NC,RE7,2,0.0740,2,0.0720,9,0.3901
000,25,Bertie County,NC,RE8,5,0.0188,5,0.0186,56,0.1972
000,25,Bertie County,NC,RE2,6,0.0224,6,0.0223,68,0.2474
000,25,Bertie County,NC,RE20,175,0.0216,168,0.0208,2338,0.2887
000,25,Bertie County,NC,RE21,132,0.0199,126,0.0191,1860,0.2818
000,25,Bertie County,NC,RE22,43,0.0290,42,0.0280,478,0.3190
000,50,Bertie County,NC,RE1,371,0.0227,314,0.0192,4287,0.2621
000,50,Bertie County,NC,RE3,164,0.0265,121,0.0196,1657,0.2681
000,50,Bertie County,NC,RE4,208,0.0207,193,0.0192,2619,0.2607
000,50,Bertie County,NC,RE5,6,0.0259,6,0.0242,59,0.2547
000,50,Bertie County,NC,RE6,4,0.0392,4,0.0377,23,0.2069
000,50,Bertie County,NC,RE7,2,0.0837,2,0.0720,9,0.3906
000,50,Bertie County,NC,RE8,6,0.0199,5,0.0186,56,0.1972
