SS,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
100,0,Bertie County,NC,PV2,100614128,0.1767,54412331,0.0956,223422702,0.3925
100,25,Bertie County,NC,PV1,167902065,0.1350,94245032,0.0758,400961462,0.3224
100,25,Bertie County,NC,PV3,67234011,0.0995,39670109,0.0587,177787790,0.2630
100,25,Bertie County,NC,PV2,100809524,0.1771,54638572,0.0960,223627332,0.3928
100,50,Bertie County,NC,PV1,168268148,0.1353,95239302,0.0766,401627204,0.3230
100,50,Bertie County,NC,PV3,67427877,0.0997,40359456,0.0597,178091426,0.2634
100,50,Bertie County,NC,PV2,100983014,0.1774,54944311,0.0965,223989573,0.3935
100,100,Bertie County,NC,PV1,169752638,0.1365,97414793,0.0783,403709399,0.3246
100,100,Bertie County,NC,PV3,68274285,0.1010,41654990,0.0616,179377945,0.2654
100,100,Bertie County,NC,PV2,101624077,0.1785,55828969,0.0981,224787861,0.3949
100,150,Bertie County,NC,PV1,172967832,0.1391,102754520,0.0826,408325707,0.3284
100,150,Bertie County,NC,PV3,70095232,0.1037,44920427,0.0664,181915077,0.2691
100,150,Bertie County,NC,PV2,103023062,0.1810,57910882,0.1017,226868516,0.3985
100,200,Bertie County,NC,PV1,178417617,0.1435,109092173,0.0877,416938672,0.3353
100,200,Bertie County,NC,PV3,73305157,0.1084,48787112,0.0722,186605212,0.2760
100,200,Bertie County,NC,PV2,105268448,0.1849,60389668,0.1061,230797279,0.4054
100,300,Bertie County,NC,PV1,207113117,0.1665,135814291,0.1092,482205558,0.3878
100,300,Bertie County,NC,PV3,88499918,0.1309,65146262,0.0964,220268555,0.3258
100,300,Bertie County,NC,PV2,118804777,0.2087,70777563,0.1243,262488990,0.4611
000,0,Bladen County,NC,PV1,1290014,0.0007,1283670,0.0007,46314707,0.0246
000,0,Bladen County,NC,PV3,398683,0.0003,394150,0.0003,17579730,0.0140
000,0,Bladen County,NC,PV2,891331,0.0014,889520,0.0014,28734978,0.0459
000,25,Bladen County,NC,PV1,1290018,0.0007,1283674,0.0007,46314707,0.0246
000,25,Bladen County,NC,PV3,398683,0.0003,394150,0.0003,17579736,0.0140
000,25,Bladen County,NC,PV2,891336,0.0014,889524,0.0014,28734978,0.0459
000,50,Bladen County,NC,PV1,1290059,0.0007,1283674,0.0007,46315688,0.0246
000,50,Bladen County,NC,PV3,398683,0.0003,394150,0.0003,17579908,0.0140
000,50,Bladen County,NC,PV2,891376,0.0014,889524,0.0014,28735782,0.0459
000,100,Bladen County,NC,PV1,1290708,0.0007,1283674,0.0007,46328572,0.0246
000,100,Bladen County,NC,PV3,398693,0.0003,394150,0.0003,17579908,0.0140
000,100,Bladen County,NC,PV2,892015,0.0014,889524,0.0014,28749564,0.0459
